id,(Intercept),conditioncancer
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Gallintestinimicrobium,-0.507104445680996,1.229396387596033
Bacteria;;;;;,11.026223777127107,0.4347924281590716
;;;;;,9.237002656482339,0.43526144756155155
Bacteria;Bacillota_A;Clostridia;Clostridiales;Clostridiaceae;Clostridium,4.0383728920506465,-3.243878281028144
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,3.446904254700283,5.498089459002052
Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;,0.8616455441202489,-0.7664524453910421
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella,3.481475477886338,-0.1171186231610033
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium,2.2043885452471645,3.603558623350846
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter,0.4768917394846288,-0.3816986407554217
Bacteria;Pseudomonadota;;;;,5.716147908356921,-2.93982565252543
Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium,4.595566673710437,-0.8773558876812134
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Microbacterium,3.348623676835679,-3.2534305781064705
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter_A,-0.1179224158699334,1.3864091259857996
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E,8.898410785883659,-0.8899544594861292
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Pauljensenia,1.0353843211740017,0.41350741988493067
Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter_B,0.5079303173657692,-0.4127372186365622
Bacteria;Pseudomonadota;Gammaproteobacteria;;;,1.6710398049631736,-0.5296249828630492
Bacteria;Patescibacteria;;;;,1.7856867112567534,0.38123265124742256
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter,1.432483216243578,-1.3372901175143714
Bacteria;Bacillota_I;Bacilli_A;Erysipelotrichales;Erysipelotrichaceae;Absicoccus,-0.5071044456809963,1.4178050331913477
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter,3.511954904409736,-1.9804434167581562
Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Caulifigura,0.020707020242055507,0.07448607848715183
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;,0.297965892466034,-0.2027727937368271
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola,1.8909708132892071,4.5746481336838984
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,7.716666827716475,-0.6083275740735526
Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus,1.0993026171987696,3.653118473896908
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus_A,0.7940523663446499,-0.0550841026418033
Bacteria;Bacillota;Bacilli;Staphylococcales;Gemellaceae;Gemella,0.7820395181961204,2.855270898778917
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Comamonas,1.3302689574771118,-1.235075858747905
Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas,6.228795277023659,-5.086313785728462
Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia,0.8614322107666885,-0.7662391120374815
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Phyllobacterium,2.463180365194521,-1.7323765003957257
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Dorea,0.4098890500531186,1.8023024929384883
Bacteria;Bacillota_A;Clostridia;Christensenellales;CAG-314;Fimimonas,0.41191952434592216,-0.31672642561671527
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A,2.145772281803956,1.947898766592933
Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_F,-0.11792241586993324,0.21311551459914035
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus,0.6639099387594893,-0.5687168400302821
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia,-0.5071044456809961,3.0080978008738724
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Velocimicrobium,-0.5071044456809963,2.108393543459311
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium,0.9913361628427524,-0.8961430641135454
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus,0.33679709535422564,-0.24160399662501875
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,2.3857306357798738,1.8449286598776307
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira,1.5428775783211057,0.6677804173204162
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Rhodococcus,3.506250919817636,-2.5792812044164952
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus,4.53218100068775,-2.6557092205468695
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;,0.9109109214742226,-0.8157178227450154
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Eikenella,0.11110404499066728,1.9802343203139259
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Oliverpabstia,0.6661891657056633,0.428446387776367
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium,1.8568834474633042,-1.7616903487340974
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Achromobacter,3.127191507328777,-3.03199840859957
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia,-0.5071044456809963,1.9958793847705807
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium,-0.027525391121321963,0.48107038369613997
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum,1.7575872423220849,-0.3533242115259937
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter,5.36133585860231,-2.7510435634148886
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Alloprevotella,0.8426474638173416,-0.2196428991650824
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium,5.9066971143023865,-4.918322391842262
Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Vescimonas,0.6057996357835429,0.44353038783879695
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella,3.046229178116625,-2.9510360793874164
Archaea;;;;;,1.5176128490518261,-0.23177108346506192
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,0.683544221176561,5.366733859341055e-4
Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Hominimerdicola,0.42932179974384777,0.3250386721862254
Bacteria;Bacillota_I;Bacilli_A;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,2.4206221173081977,-2.325429018578991
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Otoolea,0.03450559453944546,2.5825478887291142
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;,0.5041447153886653,-0.40895161665945834
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Rothia,-0.5071044456809964,1.465795167117466
Bacteria;Pseudomonadota;Gammaproteobacteria;Ga0077554;Ga007554;Ga0077554,0.09204200902980209,0.0031510896994048077
Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;,0.5433502399283301,-0.44815714119912287
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes,0.5041447153886658,1.5062671793101652
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia,-0.5071044456809961,2.751015173620651
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster,0.6521071044720783,3.542663809281695
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Granulicatella,-0.5071044456809962,2.0759654816724797
Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea,0.908900854303522,-0.813707755574315
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;,1.5448340315170517,-0.5246463701309904
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Pararoseburia,0.17313503065143498,-0.07794193192222798
Bacteria;Bacillota_I;Bacilli_A;Erysipelotrichales;Coprobacillaceae;Catenibacterium,2.0339667366871828,-0.9504451534361148
Bacteria;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus,0.4648580351913384,-0.3696649364621316
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium_A,0.2906923636318588,-0.19549926490265157
Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminiclostridium_E,1.4736930398345602,-1.3784999411053533
Bacteria;Patescibacteria;Microgenomatia;Levybacterales;;,0.4694559388362781,0.5961432126768523
Bacteria;Bacillota_A;Clostridia;Tissierellales;Peptoniphilaceae;Parvimonas,-0.09121613734502887,1.8682862838306225
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus,0.9988842284393213,0.1786380806608936
Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;CAG-238,0.05953822313024726,0.035654875598959634
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;,-0.507104445680996,0.8795564166341813
Bacteria;Patescibacteria;Microgenomatia;;;,2.9787291351432073,0.29419442308511695
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum,0.15933645635404448,1.9245905108089545
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea,-0.010123115723395915,0.10531621445260292
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F,0.3790589140876667,-0.28386581535845967
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aureimonas_A,3.752247890651719,-3.6570547919225125
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor,0.8090233817759938,-0.7138302830467868
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia,0.5116455944803566,-0.4164524957511496
Bacteria;Bacillota_I;Bacilli_A;Erysipelotrichales;Coprobacillaceae;Thomasclavelia,-0.5071044456809962,1.3244811269390482
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella,0.4015545107730051,-0.3063614120437981
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia,-0.5071044456809959,1.7849981455378567
Bacteria;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium,0.38836291721464555,0.6278642187121797
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia,3.489182091156776,-3.3939889924275692
Bacteria;Bacteroidota;Bacteroidia;B-17B0;B-17BO;UBA4416,-0.5071044456809961,2.1005150631171783
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Sutterella,0.7370135883389517,0.5303367550834283
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Moryella,-0.5071044456809964,2.307686640981987
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter,-0.5071044456809964,1.465795167117466
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Turicimonas,0.1860427348789494,-0.09084963614974229
Bacteria;Bacillota_A;Clostridia;Christensenellales;CAG-138;Phil1,0.6095948160753444,-0.5144017173461376
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Dorea_A,1.1820349922612383,2.3800994968596036
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola,0.5164943168023552,-0.421301218073148
Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter,1.5433720161501838,0.42374549751741103
Bacteria;Bacteroidota;Bacteroidia;;;,0.43480159458147083,0.3195588773486021
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides,0.24513557745771664,2.757392241966925
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;CALKXV01,0.6980687490840669,-0.6028756503548601
Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;,-0.5071044456809963,4.137275436878077
Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269,0.5176883501996556,0.2768062608228475
Bacteria;Bacillota_I;Bacilli_A;Erysipelotrichales;Coprobacillaceae;Faecalibacillus,-0.5071044456809962,1.877302508375823
Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mogibacterium_A,0.33082650272428915,-0.23563340399508215
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio_A,0.7641170864581821,-0.6689239877289747
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia,2.8649848030434724,-1.9683250672677706
Bacteria;Cyanobacteriota;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;Scatousia,-0.5071044456809962,1.536863311302585
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Alitiscatomonas,-0.5071044456809959,1.9660823574653072
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA4285,2.8018503854121413,-2.706657286682934
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anthropogastromicrobium,0.3482287781222153,-0.25303567939300853
Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes,3.5180946974158767,-1.3193832935355454
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;UBA932;Cryptobacteroides,0.39725326972881225,-0.30206017099960514
Bacteria;Bacillota_A;Clostridia;Oscillospirales;;,0.3837650135697056,-0.2885719148404986
Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1071,-0.5071044456809963,1.9007455114142977
